,Subject,Predicate,Object,SubjectTerm,PredicateTerm,ObjectTerm,Domain,Domain Version
2075,http://purl.org/iot/vocab/m3-lite#Manual,http://www.w3.org/2000/01/rdf-schema#label,Manual Measurement Type,Manual,label,Manual Measurement Type,lov_fiesta-iot,v1-0-2
2076,http://purl.org/iot/vocab/m3-lite#SpeedInstantaneous,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Speed,SpeedInstantaneous,subClassOf,Speed,lov_fiesta-iot,v1-0-2
2077,http://www.w3.org/2003/01/geo/wgs84_pos#alt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty,alt,type,AnnotationProperty,lov_fiesta-iot,v1-0-2
2078,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasQuantityKind,http://www.w3.org/2002/07/owl#equivalentProperty,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasThingProperty,hasQuantityKind,equivalentProperty,hasThingProperty,lov_fiesta-iot,v1-0-2
2079,http://purl.org/iot/vocab/m3-lite#Experiment,http://www.w3.org/2000/01/rdf-schema#comment,Experiment based measurements.,Experiment,comment,Experiment based measurements.,lov_fiesta-iot,v1-0-2
2080,http://purl.org/iot/vocab/m3-lite#TimeRelatedStateDriver2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,TimeRelatedStateDriver2,type,Class,lov_fiesta-iot,v1-0-2
2081,http://purl.org/iot/vocab/m3-lite#Kilogram,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Gram,Kilogram,subClassOf,Gram,lov_fiesta-iot,v1-0-2
2082,http://purl.org/iot/vocab/m3-lite#Cupboard,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#ActuatingDevice,Cupboard,subClassOf,ActuatingDevice,lov_fiesta-iot,v1-0-2
2083,ub350bL2744C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL2744C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2084,http://purl.org/iot/vocab/m3-lite#AirThermometer,http://www.w3.org/2000/01/rdf-schema#label,Air Thermometer,AirThermometer,label,Air Thermometer,lov_fiesta-iot,v1-0-2
2085,http://purl.org/iot/vocab/m3-lite#RotationalSpeedEngine,http://www.w3.org/2000/01/rdf-schema#comment,"Rotational speed is a property that is the rate of rotation of a material around an axis, in this case the engine cylinders.",RotationalSpeedEngine,comment,"Rotational speed is a property that is the rate of rotation of a material around an axis, in this case the engine cylinders.",lov_fiesta-iot,v1-0-2
2086,http://purl.org/iot/vocab/m3-lite#MeterPerSecondSquare,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#Unit,MeterPerSecondSquare,subClassOf,Unit,lov_fiesta-iot,v1-0-2
2087,http://purl.org/iot/vocab/m3-lite#SoundSensor,http://www.w3.org/2000/01/rdf-schema#comment,"Sensor used to detect Noise level. It can be Sound Sensor, Noise level Sensor, Volume sensor, Microphone",SoundSensor,comment,"Sensor used to detect Noise level. It can be Sound Sensor, Noise level Sensor, Volume sensor, Microphone",lov_fiesta-iot,v1-0-2
2088,http://purl.org/iot/vocab/m3-lite#BoardThermometer,http://www.w3.org/2000/01/rdf-schema#comment,Device used to measure board temperature.,BoardThermometer,comment,Device used to measure board temperature.,lov_fiesta-iot,v1-0-2
2089,http://purl.org/iot/vocab/m3-lite#Environment,http://www.w3.org/2000/01/rdf-schema#comment,"Environment (earthquake, flooding, fire, pollution) as an Internet of Things (IoT) applicative domain.",Environment,comment,"Environment (earthquake, flooding, fire, pollution) as an Internet of Things (IoT) applicative domain.",lov_fiesta-iot,v1-0-2
2090,http://purl.org/iot/vocab/m3-lite#Communication,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Communication,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
2091,ub350bL2138C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL2138C26,type,Restriction,lov_fiesta-iot,v1-0-2
2092,http://purl.org/iot/vocab/m3-lite#OccupancyDetector,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,OccupancyDetector,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
2093,ub350bL3024C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL3024C26,type,Restriction,lov_fiesta-iot,v1-0-2
2094,http://purl.org/iot/vocab/m3-lite#Rainfall,http://www.w3.org/2000/01/rdf-schema#label,Rainfall,Rainfall,label,Rainfall,lov_fiesta-iot,v1-0-2
2095,http://purl.org/iot/vocab/m3-lite#GPSSensor,http://www.w3.org/2000/01/rdf-schema#comment,Device that allows an object to localize itself.,GPSSensor,comment,Device that allows an object to localize itself.,lov_fiesta-iot,v1-0-2
2096,http://purl.org/iot/vocab/m3-lite#CholesterolSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL380C26,CholesterolSensor,subClassOf,ub350bL380C26,lov_fiesta-iot,v1-0-2
2097,http://purl.org/iot/vocab/m3-lite#Hertz,http://www.w3.org/2000/01/rdf-schema#label,Hertz,Hertz,label,Hertz,lov_fiesta-iot,v1-0-2
2098,http://purl.org/iot/vocab/m3-lite#ElectricField2400MHz,http://www.w3.org/2000/01/rdf-schema#comment,A field of force associated with a moving electric charge equivalent to an electric field and a magnetic field at right angles to each other and to the direction of propagation. Applied to the 2400 MHz UHF band.,ElectricField2400MHz,comment,A field of force associated with a moving electric charge equivalent to an electric field and a magnetic field at right angles to each other and to the direction of propagation. Applied to the 2400 MHz UHF band.,lov_fiesta-iot,v1-0-2
2099,ub350bL1737C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Agriculture,ub350bL1737C26,someValuesFrom,Agriculture,lov_fiesta-iot,v1-0-2
2100,http://purl.org/iot/ontology/fiesta-iot#,http://purl.org/dc/elements/1.1/rights,Copyright 2015 - 2018 FIESTA-IoT.,fiesta-iot,rights,Copyright 2015 - 2018 FIESTA-IoT.,lov_fiesta-iot,v1-0-2
2101,http://purl.org/iot/vocab/m3-lite#SoundSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,SoundSensor,type,Class,lov_fiesta-iot,v1-0-2
2102,http://purl.oclc.org/NET/ssnx/ssn#Device,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#System,Device,subClassOf,System,lov_fiesta-iot,v1-0-2
2103,http://purl.org/iot/vocab/m3-lite#Precipitation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Precipitation,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
2104,http://purl.org/iot/vocab/m3-lite#WindSpeed,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,WindSpeed,type,Class,lov_fiesta-iot,v1-0-2
2105,ub350bL625C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL625C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2106,http://purl.org/iot/vocab/m3-lite#Coordinates,http://www.w3.org/2000/01/rdf-schema#label,Coordinates,Coordinates,label,Coordinates,lov_fiesta-iot,v1-0-2
2107,http://purl.org/iot/vocab/m3-lite#Degree,http://www.w3.org/2000/01/rdf-schema#comment,Degree,Degree,comment,Degree,lov_fiesta-iot,v1-0-2
2108,http://purl.org/iot/vocab/m3-lite#Coulomb,http://www.w3.org/2000/01/rdf-schema#label,Coulomb,Coulomb,label,Coulomb,lov_fiesta-iot,v1-0-2
2109,http://data.qudt.org/qudt/owl/1.0.0/unit.owl#Bar,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Bar,type,Class,lov_fiesta-iot,v1-0-2
2110,http://purl.org/iot/vocab/m3-lite#SoilHumiditySensor,http://www.w3.org/2000/01/rdf-schema#label,Soil Humidity Sensor,SoilHumiditySensor,label,Soil Humidity Sensor,lov_fiesta-iot,v1-0-2
2111,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasAttribute,http://www.w3.org/2000/01/rdf-schema#label,Has Attribute,hasAttribute,label,Has Attribute,lov_fiesta-iot,v1-0-2
2112,http://purl.org/iot/vocab/m3-lite#MeterPerSecondSquare,http://www.w3.org/2000/01/rdf-schema#comment,It is the unit of acceleration.,MeterPerSecondSquare,comment,It is the unit of acceleration.,lov_fiesta-iot,v1-0-2
2113,http://purl.org/iot/vocab/m3-lite#AccelerationInstantaneous,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,AccelerationInstantaneous,type,Class,lov_fiesta-iot,v1-0-2
2114,http://purl.org/iot/vocab/m3-lite#WindChill,http://www.w3.org/2000/01/rdf-schema#comment,The cooling effect of wind blowing on a surface.,WindChill,comment,The cooling effect of wind blowing on a surface.,lov_fiesta-iot,v1-0-2
2115,http://purl.org/iot/vocab/m3-lite#PulseOxymeter,http://www.w3.org/2000/01/rdf-schema#label,Pulse Oxymeter,PulseOxymeter,label,Pulse Oxymeter,lov_fiesta-iot,v1-0-2
2116,ub350bL1850C30,http://www.w3.org/2002/07/owl#minQualifiedCardinality,1,ub350bL1850C30,minQualifiedCardinality,1,lov_fiesta-iot,v1-0-2
2117,http://purl.org/iot/vocab/m3-lite#NH3Sensor,http://www.w3.org/2000/01/rdf-schema#label,NH3 Sensor,NH3Sensor,label,NH3 Sensor,lov_fiesta-iot,v1-0-2
2118,http://purl.org/iot/vocab/m3-lite#Curtain,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1246C26,Curtain,subClassOf,ub350bL1246C26,lov_fiesta-iot,v1-0-2
2119,http://purl.org/iot/vocab/m3-lite#MilligramPerSquareMetre,http://www.w3.org/2000/01/rdf-schema#label,Milligram Per Square Metre,MilligramPerSquareMetre,label,Milligram Per Square Metre,lov_fiesta-iot,v1-0-2
2120,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasThingProperty,http://www.w3.org/2000/01/rdf-schema#label,Has Thing Property,hasThingProperty,label,Has Thing Property,lov_fiesta-iot,v1-0-2
2121,ub350bL2334C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL2334C26,type,Restriction,lov_fiesta-iot,v1-0-2
2122,http://purl.org/iot/vocab/m3-lite#PublicTransit,http://www.w3.org/2000/01/rdf-schema#comment,When the source of the sound was Public transit.,PublicTransit,comment,When the source of the sound was Public transit.,lov_fiesta-iot,v1-0-2
2123,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasMetaData,http://www.w3.org/2000/01/rdf-schema#label,Has MetaData,hasMetaData,label,Has MetaData,lov_fiesta-iot,v1-0-2
2124,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#hasService,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty,hasService,type,ObjectProperty,lov_fiesta-iot,v1-0-2
2125,http://purl.org/iot/vocab/m3-lite#ElectricField,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,ElectricField,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
2126,ub350bL1553C30,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1553C30,type,Restriction,lov_fiesta-iot,v1-0-2
2127,http://purl.org/iot/vocab/m3-lite#SpeedSensor,http://www.w3.org/2000/01/rdf-schema#comment,Sensor used to detect speed.,SpeedSensor,comment,Sensor used to detect speed.,lov_fiesta-iot,v1-0-2
2128,http://purl.org/iot/vocab/m3-lite#COSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,COSensor,type,Class,lov_fiesta-iot,v1-0-2
2129,ub350bL2811C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL2811C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2130,ub350bL1522C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL1522C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
2131,http://purl.org/iot/vocab/m3-lite#EnergyDOI,http://www.w3.org/2000/01/rdf-schema#comment,Energy or Smart Grid as an Internet of Things (IoT) applicative domain.,EnergyDOI,comment,Energy or Smart Grid as an Internet of Things (IoT) applicative domain.,lov_fiesta-iot,v1-0-2
2132,http://purl.org/iot/vocab/m3-lite#CholesterolSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,CholesterolSensor,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
2133,http://purl.org/iot/vocab/m3-lite#MileageTotal,http://www.w3.org/2000/01/rdf-schema#label,Mileage Total,MileageTotal,label,Mileage Total,lov_fiesta-iot,v1-0-2
2134,http://purl.org/iot/vocab/m3-lite#ImageSensor,http://www.w3.org/2000/01/rdf-schema#comment,Sensor that detects and conveys the information that constitutes an image.,ImageSensor,comment,Sensor that detects and conveys the information that constitutes an image.,lov_fiesta-iot,v1-0-2
2135,http://purl.org/iot/vocab/m3-lite#PrecipitationSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL2807C26,PrecipitationSensor,subClassOf,ub350bL2807C26,lov_fiesta-iot,v1-0-2
2136,ub350bL2392C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL2392C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
2137,http://purl.org/iot/vocab/m3-lite#Lux,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#Unit,Lux,subClassOf,Unit,lov_fiesta-iot,v1-0-2
2138,ub350bL1662C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL1662C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2139,http://purl.org/iot/vocab/m3-lite#LuminousFlux,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,LuminousFlux,type,Class,lov_fiesta-iot,v1-0-2
2140,http://purl.org/iot/vocab/m3-lite#Sink,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL1957C26,Sink,subClassOf,ub350bL1957C26,lov_fiesta-iot,v1-0-2
2141,http://purl.org/iot/vocab/m3-lite#Rainfall,http://www.w3.org/2000/01/rdf-schema#comment,The depth of precipitation (water-equivalent) that accumulated over a measurement time quantity.,Rainfall,comment,The depth of precipitation (water-equivalent) that accumulated over a measurement time quantity.,lov_fiesta-iot,v1-0-2
2142,ub350bL705C26,http://www.w3.org/2002/07/owl#onClass,http://purl.org/iot/vocab/m3-lite#DomainOfInterest,ub350bL705C26,onClass,DomainOfInterest,lov_fiesta-iot,v1-0-2
2143,http://purl.org/iot/vocab/m3-lite#FuelConsumptionInstantaneous,http://www.w3.org/2000/01/rdf-schema#label,Fuel Consumption Instantaneous,FuelConsumptionInstantaneous,label,Fuel Consumption Instantaneous,lov_fiesta-iot,v1-0-2
2144,ub350bL700C26,http://www.w3.org/2002/07/owl#maxQualifiedCardinality,1,ub350bL700C26,maxQualifiedCardinality,1,lov_fiesta-iot,v1-0-2
2145,http://purl.org/iot/vocab/m3-lite#Others,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Others,type,Class,lov_fiesta-iot,v1-0-2
2146,http://purl.oclc.org/NET/ssnx/ssn#attachedSystem,http://www.w3.org/2000/01/rdf-schema#range,http://purl.oclc.org/NET/ssnx/ssn#System,attachedSystem,range,System,lov_fiesta-iot,v1-0-2
2147,ub350bL985C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL985C26,type,Restriction,lov_fiesta-iot,v1-0-2
2148,ub350bL1621C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL1621C26,type,Restriction,lov_fiesta-iot,v1-0-2
2149,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2003/01/geo/wgs84_pos#Point,lat,domain,Point,lov_fiesta-iot,v1-0-2
2150,http://purl.oclc.org/NET/ssnx/ssn#observationSamplingTime,http://www.w3.org/2000/01/rdf-schema#label,Observation Sampling Time,observationSamplingTime,label,Observation Sampling Time,lov_fiesta-iot,v1-0-2
2151,http://purl.org/iot/vocab/m3-lite#TouchSensor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,TouchSensor,type,Class,lov_fiesta-iot,v1-0-2
2152,http://purl.org/iot/vocab/m3-lite#PresenceStateDriverCard,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Presence,PresenceStateDriverCard,subClassOf,Presence,lov_fiesta-iot,v1-0-2
2153,http://purl.org/iot/vocab/m3-lite#MmolPerLiter,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#Unit,MmolPerLiter,subClassOf,Unit,lov_fiesta-iot,v1-0-2
2154,ub350bL972C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL972C26,type,Restriction,lov_fiesta-iot,v1-0-2
2155,ub350bL1855C30,http://www.w3.org/2002/07/owl#onProperty,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasAttribute,ub350bL1855C30,onProperty,hasAttribute,lov_fiesta-iot,v1-0-2
2156,http://purl.org/iot/vocab/m3-lite#Irrigation,http://www.w3.org/2000/01/rdf-schema#comment,An actuator to automatically irrigate.,Irrigation,comment,An actuator to automatically irrigate.,lov_fiesta-iot,v1-0-2
2157,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Attribute,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Attribute,type,Class,lov_fiesta-iot,v1-0-2
2158,ub350bL2436C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL2436C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2159,ub350bL1456C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL1456C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2160,http://purl.org/iot/vocab/m3-lite#MobHoExecSuccRate,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Communication,MobHoExecSuccRate,subClassOf,Communication,lov_fiesta-iot,v1-0-2
2161,http://purl.org/iot/vocab/m3-lite#Year,http://www.w3.org/2000/01/rdf-schema#label,Year,Year,label,Year,lov_fiesta-iot,v1-0-2
2162,http://purl.oclc.org/NET/ssnx/ssn#SensorOutput,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2005/Incubator/ssn/wiki/SSN_Skeleton#Skeleton,SensorOutput,seeAlso,Skeleton,lov_fiesta-iot,v1-0-2
2163,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#endpoint,http://www.w3.org/2000/01/rdf-schema#comment,Endpoint of the service. It is usually a URL where the service is available.,endpoint,comment,Endpoint of the service. It is usually a URL where the service is available.,lov_fiesta-iot,v1-0-2
2164,http://purl.org/iot/vocab/m3-lite#KiloWattHour,http://www.w3.org/2000/01/rdf-schema#label,Kilo Watt Hour,KiloWattHour,label,Kilo Watt Hour,lov_fiesta-iot,v1-0-2
2165,ub350bL1071C26,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/iot/vocab/m3-lite#Transportation,ub350bL1071C26,someValuesFrom,Transportation,lov_fiesta-iot,v1-0-2
2166,http://purl.org/iot/vocab/m3-lite#AtmosphericPressureSensor,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://casas.wsu.edu/owl/cose.owl#BarometricPressureSensor,AtmosphericPressureSensor,seeAlso,BarometricPressureSensor,lov_fiesta-iot,v1-0-2
2167,http://purl.org/iot/vocab/m3-lite#BoardThermometer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,BoardThermometer,type,Class,lov_fiesta-iot,v1-0-2
2168,ub350bL1873C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL1873C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2169,http://purl.org/iot/vocab/m3-lite#ShakeSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL2392C26,ShakeSensor,subClassOf,ub350bL2392C26,lov_fiesta-iot,v1-0-2
2170,http://purl.org/iot/vocab/m3-lite#SPO2,http://www.w3.org/2000/01/rdf-schema#label,SPO2,SPO2,label,SPO2,lov_fiesta-iot,v1-0-2
2171,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#exposes,http://www.w3.org/2000/01/rdf-schema#comment,For service-oriented queries. The inverse of exposedBy.,exposes,comment,For service-oriented queries. The inverse of exposedBy.,lov_fiesta-iot,v1-0-2
2172,ub350bL1850C30,http://www.w3.org/2002/07/owl#onProperty,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#isAssociatedWith,ub350bL1850C30,onProperty,isAssociatedWith,lov_fiesta-iot,v1-0-2
2173,http://www.onem2m.org/ontology/Base_Ontology/base_ontology#Device,http://www.w3.org/2000/01/rdf-schema#label,Device,Device,label,Device,lov_fiesta-iot,v1-0-2
2174,http://purl.org/iot/vocab/m3-lite#Tourism,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#DomainOfInterest,Tourism,subClassOf,DomainOfInterest,lov_fiesta-iot,v1-0-2
2175,ub350bL201C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,ub350bL201C26,onProperty,hasDomainOfInterest,lov_fiesta-iot,v1-0-2
2176,http://purl.org/iot/vocab/m3-lite#IntDlLatency,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#Communication,IntDlLatency,subClassOf,Communication,lov_fiesta-iot,v1-0-2
2177,http://purl.org/iot/vocab/m3-lite#LuminousFlux,http://www.w3.org/2000/01/rdf-schema#label,Luminous Flux,LuminousFlux,label,Luminous Flux,lov_fiesta-iot,v1-0-2
2178,http://purl.org/iot/vocab/m3-lite#SoilTemperature,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,SoilTemperature,type,Class,lov_fiesta-iot,v1-0-2
2179,http://purl.org/iot/vocab/m3-lite#Blind,http://www.w3.org/2000/01/rdf-schema#subClassOf,ub350bL233C26,Blind,subClassOf,ub350bL233C26,lov_fiesta-iot,v1-0-2
2180,ub350bL549C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL549C26,type,Restriction,lov_fiesta-iot,v1-0-2
2181,http://purl.org/iot/vocab/m3-lite#hasDomainOfInterest,http://www.w3.org/2000/01/rdf-schema#label,Has Domain Of Interest,hasDomainOfInterest,label,Has Domain Of Interest,lov_fiesta-iot,v1-0-2
2182,http://purl.org/iot/vocab/m3-lite#MethaneSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#GaseousPollutantSensor,MethaneSensor,subClassOf,GaseousPollutantSensor,lov_fiesta-iot,v1-0-2
2183,http://purl.org/iot/vocab/m3-lite#KilogramPerCubicMetre,http://www.w3.org/2000/01/rdf-schema#label,"Kilogram Per Cubic Metre, Kilogram Per Cubic Meter",KilogramPerCubicMetre,label,"Kilogram Per Cubic Metre, Kilogram Per Cubic Meter",lov_fiesta-iot,v1-0-2
2184,ub350bL549C26,http://www.w3.org/2002/07/owl#onProperty,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#hasQuantityKind,ub350bL549C26,onProperty,hasQuantityKind,lov_fiesta-iot,v1-0-2
2185,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#interfaceDescription,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Service,interfaceDescription,domain,Service,lov_fiesta-iot,v1-0-2
2186,http://purl.org/iot/vocab/m3-lite#Sound,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/NET/ssnx/qu/qu#QuantityKind,Sound,subClassOf,QuantityKind,lov_fiesta-iot,v1-0-2
2187,http://purl.org/iot/vocab/m3-lite#Distance,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,Distance,type,Class,lov_fiesta-iot,v1-0-2
2188,http://purl.org/iot/vocab/m3-lite#MeasurementType,http://www.w3.org/2000/01/rdf-schema#comment,Type of Measurement done using a device.,MeasurementType,comment,Type of Measurement done using a device.,lov_fiesta-iot,v1-0-2
2189,ub350bL520C26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction,ub350bL520C26,type,Restriction,lov_fiesta-iot,v1-0-2
2190,http://purl.org/iot/vocab/m3-lite#GaseousPollutantSensor,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/iot/vocab/m3-lite#AirPollutantSensor,GaseousPollutantSensor,subClassOf,AirPollutantSensor,lov_fiesta-iot,v1-0-2
2191,http://purl.org/iot/vocab/m3-lite#SpeedAverage,http://www.w3.org/2000/01/rdf-schema#label,Speed Average,SpeedAverage,label,Speed Average,lov_fiesta-iot,v1-0-2
2192,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#exposes,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Service,exposes,domain,Service,lov_fiesta-iot,v1-0-2
2193,http://purl.org/iot/vocab/m3-lite#Magnetometer,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,Magnetometer,subClassOf,SensingDevice,lov_fiesta-iot,v1-0-2
2194,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#metadataType,http://www.w3.org/2000/01/rdf-schema#domain,http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Metadata,metadataType,domain,Metadata,lov_fiesta-iot,v1-0-2
2195,http://purl.oclc.org/NET/ssnx/ssn#SensingDevice,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class,SensingDevice,type,Class,lov_fiesta-iot,v1-0-2
2196,ub350bL591C26,http://www.w3.org/2002/07/owl#qualifiedCardinality,1,ub350bL591C26,qualifiedCardinality,1,lov_fiesta-iot,v1-0-2
2197,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AnnotationProperty,lat,type,AnnotationProperty,lov_fiesta-iot,v1-0-2
